0	0.0	0.0	0	1	-0.026490066	0.9465942	0	0	0.0	0.0	1	-0.026490066	0.9465942
1	960.0	800.0	0	0	-0.94481236	-0.01918772	0	1	0.0	0.0	0	-0.94481236	-0.01918772
0	960.0	800.0	0	1	0.9977925	0.012630249	0	0	0.0	0.0	1	0.9977925	0.012630249
0	960.0	800.0	0	1	0.9183223	0.012630249	0	0	0.0	0.0	1	0.9183223	0.012630249
0	960.0	800.0	0	1	0.90949225	0.037890747	0	0	0.0	0.0	1	0.90949225	0.037890747
0	960.0	800.0	0	1	-0.15011038	0.5241554	0	0	0.0	0.0	1	-0.15011038	0.5241554
0	960.0	800.0	0	1	0.8476821	0.10735712	0	0	0.0	0.0	1	0.8476821	0.10735712
0	960.0	800.0	0	1	-0.105960265	0.64414275	0	1	-0.22075056	-0.26523525	0	-0.16777042	0.34101674
0	960.0	800.0	0	1	-0.105960265	0.64414275	0	0	-0.16777042	0.34101674	0	0.0794702	-0.27155036
0	960.0	800.0	0	1	-0.105960265	0.64414275	0	0	-0.16777042	0.34101674	0	-0.0794702	-0.3347016
0	960.0	800.0	0	1	0.9977925	0.037890747	0	0	0.7505519	-0.30312598	0	1.0066226	-0.22734448
0	960.0	800.0	0	1	-0.37086093	0.29681087	0	3	-0.41501105	0.0	0	-0.18543047	0.19576886
0	960.0	800.0	0	1	0.42384106	0.4357436	0	1	0.2030905	0.15787812	0	0.7593819	0.22102937
0	960.0	800.0	0	1	0.13245033	0.23997474	0	3	-0.0794702	-0.08209662	5	0.406181	0.031575624
1	960.0	800.0	0	2	0.008830022	0.5628398	0	0	-0.21192053	-0.2686281	3	0.24724062	-0.2814199
0	960.0	800.0	0	1	0.14128035	0.2841806	0	0	0.16777042	-0.0063151247	8	0.0	0.0
0	960.0	800.0	0	1	0.25607064	0.34101674	0	0	0.33554083	0.11367224	17	0.0	0.0
0	960.0	800.0	0	1	0.5386313	0.069466375	0	1	-0.017660044	-0.15156299	0	0.5916115	-0.21471424
0	960.0	800.0	0	1	0.08830022	0.353647	0	3	0.12362031	0.05683612	17	0.0	0.0
0	960.0	800.0	0	1	0.026490066	0.252605	0	5	0.0794702	0.09472687	4	0.35320088	0.0063151247
0	960.0	800.0	0	1	-0.105960265	0.44837385	0	7	0.07064018	0.050520997	6	-0.3620309	0.44205874
0	960.0	800.0	0	1	0.09713025	0.39153773	0	0	0.03532009	0.1768235	8	0.18543047	0.5367856
0	960.0	800.0	0	1	0.026490066	0.5115251	0	8	0.11479029	-0.27155036	0	0.105960265	-0.0063151247
0	960.0	800.0	0	1	-0.08830022	0.24628986	0	0	-0.09713025	0.3852226	0	0.09713025	0.037890747
3	960.0	800.0	0	0	-0.061782878	0.3837544	0	0	-0.17652251	0.32619125	8	0.097087376	0.36456668
0	960.0	800.0	0	1	0.22075056	0.44837385	0	8	0.29139072	0.20839912	9	0.18543047	0.47994947
